Observation_ID,Common_Name,Scientific_Name,Family,Genus,Observed_Length_(m),Observed_Weight_(kg),Age_Class,Sex,Date_of_Observation,Country/Region,Habitat_Type,Conservation_Status,Observer_Name,Notes
858,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,2.25,79.1,Adult,Male,12-05-2024,Congo_Basin_Countries,Swamps,Endangered,Edwin_Gonzalez,Just_foreign_national_produce_news_stage_ready_cell_show.
859,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,2.35,105.8,Subadult,Unknown,06-07-2021,Cameroon,Forest_Rivers,Endangered,Melissa_Stevenson,Toward_knowledge_this_contain_life_leave_four.
860,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,3.16,155.2,Adult,Unknown,09-10-2018,Indonesia,Estuarine_Systems,Data_Deficient,Michele_Scott,Cell_politics_interview_south_something_story.
861,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,4.81,636.5,Adult,Male,14-11-2008,Colombia,Large_Rivers,Critically_Endangered,William_Brooks,Join_allow_mean_sometimes_so_man_offer_plant_same_north_wind_sister_mother.
862,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,1.94,51.7,Subadult,Female,29-09-2017,Philippines,Ponds,Critically_Endangered,Sarah_Miller,Particular_year_sell_short_issue_everybody_later_thing_school_practice_authority_possible_fund_month_realize.
863,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,2.8,157.6,Adult,Male,10-09-2022,Mexico,Estuaries,Vulnerable,Jessica_Smith,Family_perhaps_hope_across_follow_character_talk_once_should_mother_president_customer_start_understand.
864,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,2.48,122.3,Adult,Male,06-10-2021,Nigeria,Shaded_Forest_Rivers,Critically_Endangered,Michelle_Ray,Significant_deal_consider_ago_own_suddenly_single_music.
865,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,5.2,751.3,Adult,Female,26-10-2024,India,Mangroves,Least_Concern,Erin_Stewart,Probably_cut_clear_yard_do_turn_sign_agree.
866,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,2.86,145.6,Adult,Female,10-08-2023,Thailand,Slow_Rivers,Critically_Endangered,Terry_Martinez,Agent_test_take_decade_any_just_cup_side_opportunity_by_wide_medical.
867,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.48,108.1,Adult,Male,04-09-2012,Cuba,Freshwater_Wetlands,Critically_Endangered,Kelli_Martin,Build_major_painting_see_first_course_world_son_growth_effort_born_lead.
868,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,1.68,40.4,Adult,Female,24-08-2017,Philippines,Ponds,Critically_Endangered,Robert_Ross,Great_watch_student_its.
869,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,1.98,58.9,Juvenile,Female,07-04-2017,Papua_New_Guinea,Lakes,Least_Concern,Elizabeth_Key,Practice_special_then_administration_who_role_today_animal_suggest.
870,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,2.62,120.6,Adult,Unknown,30-07-2012,Côte_d'Ivoire,Swamps,Critically_Endangered,Adam_Stone,Reason_several_article_sort_term_produce_he.
871,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,5.48,918.4,Adult,Female,21-04-2018,Australia,Mangroves,Least_Concern,Christopher_Thompson,Whole_score_special_consider_these_body_class_marriage_fill_personal_training_enter_fly_situation_former_threat_alone.
872,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,3.9,427.3,Subadult,Female,18-11-2013,Venezuela,Flooded_Savannas,Critically_Endangered,Susan_Williams,Several_reveal_college_beyond_give_development.
873,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.69,102.7,Subadult,Unknown,20-12-2023,Cuba,Freshwater_Wetlands,Critically_Endangered,Austin_Novak,Work_task_Mr_care_owner_PM_find_light_total_campaign_prevent_half_party_respond_local.
874,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,3.26,307.4,Adult,Female,03-11-2020,Venezuela,Large_Rivers,Critically_Endangered,Sarah_Gonzalez,Method_south_central_process_sea_response_executive_past_economic_economy.
875,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.56,97.8,Adult,Female,23-05-2018,Cuba,Freshwater_Wetlands,Critically_Endangered,Elizabeth_Page,Property_mind_officer_third_service_capital_instead_product_often_various_alone_town_his.
876,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,1.1,37.7,Juvenile,Male,11-09-2018,Congo_Basin_Countries,Swamps,Endangered,Craig_White,Play_structure_down_however_activity.
877,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,3.07,157.5,Adult,Female,19-05-2008,Nepal,Reservoirs,Vulnerable,Dr._Cody_Kane,If_yeah_law_enjoy_key_seat_pretty_method_front_you_control_game_the_sign_lead.
878,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,2.01,78.2,Adult,Female,31-01-2023,Cameroon,Swamps,Endangered,Scott_Hines,As_half_politics_who_call_dinner.
879,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,2.69,132,Adult,Female,23-06-2014,Mali,Lakes,Least_Concern,Brian_Pierce,Call_girl_laugh_network_vote_whom_will_consumer_star_those_memory.
880,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,2.98,178.7,Adult,Female,04-07-2007,Thailand,Swamps,Critically_Endangered,Michael_Parsons,Safe_government_over_charge_teacher_modern_song_guy_discover_water_most.
881,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,2.05,77,Adult,Female,03-10-2014,Mali,Lakes,Least_Concern,Brett_Martin,Difficult_us_respond_must_western_interest_dark_any_wide_husband_hope_miss_instead.
882,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,4.23,524.7,Subadult,Male,05-03-2017,Indonesia,Mangroves,Least_Concern,Frank_Griffith,A_edge_new_find_type_party_where_arrive_improve.
883,Hall's_New_Guinea_Crocodile,Crocodylus_halli,Crocodylidae,Crocodylus,3.03,118.1,Adult,Unknown,27-07-2021,Papua_New_Guinea,Freshwater_Wetlands,Least_Concern,Rodney_Duran,Hospital_city_industry_option_eat_go_difficult.
884,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,3.09,187.3,Subadult,Unknown,28-05-2023,Venezuela,Brackish_Rivers,Vulnerable,Brenda_Morales,Want_charge_kitchen_public_set_action_bring_find.
885,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,1.81,99.8,Juvenile,Female,20-10-2025,USA,Mangroves,Vulnerable,Mark_Ruiz,Federal_by_sea_lawyer_audience_without_treat_game_evening_write_high_through_both.
886,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,2.26,102.4,Adult,Female,12-08-2007,Mauritania,Oases,Least_Concern,Kevin_Walter,Serve_different_billion_young_owner_out_guy_thank_professor_student_white_instead.
887,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,2.06,49.3,Adult,Male,23-01-2022,Australia,Billabongs,Least_Concern,Sharon_Ramirez,Toward_policy_forget_project_economy_ground_actually.
888,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,0.27,32.7,Hatchling,Unknown,30-11-2007,Laos,Swamps,Critically_Endangered,Karla_Willis,Opportunity_program_billion_sit_remain_night_study_heart_million_understand_him.
889,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.21,77.3,Adult,Unknown,20-07-2023,Indonesia,Rivers,Least_Concern,Leslie_Leon,Offer_brother_shake_guess_pull_tough_instead_hour.
890,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.74,107.4,Adult,Male,13-05-2015,Indonesia,Lakes,Least_Concern,Hannah_French,Of_mission_vote_spend_physical_sing_protect_agent_note_agency_watch_better_turn_soon_rock_support.
891,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,4.79,718.2,Adult,Unknown,29-09-2012,Venezuela,Large_Rivers,Critically_Endangered,Robert_Cooper,Everybody_situation_foot_recognize_play_shoulder_civil_next_tell_possible_scientist_send.
892,Hall's_New_Guinea_Crocodile,Crocodylus_halli,Crocodylidae,Crocodylus,2.74,96.4,Adult,Unknown,20-11-2012,Papua_New_Guinea,Rivers,Least_Concern,Carolyn_Porter,Free_pattern_science_structure.
893,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,2.54,78.2,Adult,Male,06-03-2007,Australia,Freshwater_Rivers,Least_Concern,Ronald_Garcia,Police_fine_market_control_him_enter.
894,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,2.35,89.8,Subadult,Female,13-03-2025,Guatemala,Rivers,Least_Concern,Heather_Shaffer,Senior_where_follow_born_ok_training_record_night_series_Mrs_huge.
895,Hall's_New_Guinea_Crocodile,Crocodylus_halli,Crocodylidae,Crocodylus,2.83,119.8,Adult,Unknown,18-10-2013,Papua_New_Guinea,Rivers,Least_Concern,Christina_Davis,Trip_production_system_certainly_future_government_card_history_suddenly_save_theory_sometimes_party_wife_food_different_step.
896,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,0.61,44.6,Hatchling,Unknown,12-11-2008,Nigeria,Shaded_Forest_Rivers,Critically_Endangered,Christopher_Haney,Manager_street_work_early_difficult_possible_democratic.
897,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,3.6,263.2,Adult,Unknown,03-03-2014,Indonesia,Estuarine_Systems,Data_Deficient,David_Smith,Low_keep_news_your_court_control_million_hundred_offer_total_hit_end.
898,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,4.54,593.9,Adult,Unknown,25-09-2013,Venezuela,Large_Rivers,Critically_Endangered,Helen_Solis,Have_tonight_view_floor_ground_when_care_team_worry_east_Mrs_can_wonder_six.
899,Hall's_New_Guinea_Crocodile,Crocodylus_halli,Crocodylidae,Crocodylus,0.8,27.7,Juvenile,Unknown,06-05-2015,Papua_New_Guinea,Freshwater_Wetlands,Least_Concern,Karen_Edwards,Direction_give_reduce_with_start_difference_especially_student_least_just_opportunity_ask_yet_against_large_practice_time.
900,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,3.72,225.8,Subadult,Female,13-03-2021,India,Lakes,Vulnerable,Michael_Brown,Assume_rest_now_water_road_require.
901,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,2.02,70.2,Juvenile,Unknown,12-01-2021,Indonesia,Estuarine_Systems,Data_Deficient,Michael_Bender_DVM,Product_finally_recent_fight_discussion_sometimes_meet_imagine_short_woman_only.
902,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,4.1,514.5,Adult,Unknown,11-02-2019,Malaysia,Coastal_Wetlands,Least_Concern,Tricia_Brown,Onto_simple_audience_as_including_claim_create_woman_similar_writer_structure_ahead.
903,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,1.76,57.8,Adult,Female,06-04-2014,Guatemala,Rivers,Least_Concern,Monica_Rivera,Watch_off_we_hold_imagine.
904,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,1.22,54.4,Juvenile,Female,01-06-2012,Pakistan,Reservoirs,Vulnerable,Brenda_Cooper,Find_concern_involve_edge_before_employee_customer.
905,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,4.84,639.9,Adult,Male,25-09-2017,Malaysia,Tidal_Rivers,Least_Concern,Matthew_Miller,Sell_model_after_paper_word_arrive_health_collection_white_more_above_his_agree_toward_nor.
906,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,1.89,77,Juvenile,Male,08-02-2018,Guinea,Swamps,Critically_Endangered,Tina_Lopez,Marriage_movement_wish_best_raise_choice_hear_computer_key_suffer_sign_medical_sport_knowledge_performance.
907,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.01,11.6,Subadult,Female,27-09-2016,Liberia,Small_Streams,Vulnerable,Stacy_Leon,Southern_find_fact_give_Congress_million_too_marriage_page.
908,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,4.16,404.5,Adult,Unknown,14-09-2022,Venezuela,Large_Rivers,Critically_Endangered,Tamara_Pace_DVM,Story_six_want_protect_assume_east_center_whether_make_some_among_around_word_lose.
909,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,2.08,86.9,Adult,Unknown,22-02-2025,Cameroon,Forest_Rivers,Endangered,Mary_Webster,Better_mind_professional_fly_month_offer_mother_hour_national_cut_fly_language_cup_want.
910,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,5.13,765.1,Adult,Unknown,23-01-2017,Australia,Estuaries,Least_Concern,Jeffrey_Miller,Make_focus_machine_home_marriage_skill_expert_range.
911,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,0.8,7.7,Juvenile,Male,31-08-2018,Liberia,Small_Streams,Vulnerable,Ronald_Lopez,Film_onto_too_myself.
912,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,2.34,79.4,Adult,Female,01-06-2015,Philippines,Ponds,Critically_Endangered,Nancy_Ferguson,Whom_his_goal.
913,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.75,117.5,Adult,Female,08-10-2017,Papua_New_Guinea,Rivers,Least_Concern,Samantha_Sutton,School_model_condition_he_recognize_treat_better_wear_throughout_Republican_authority_data_deal.
914,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,2.6,105.9,Adult,Male,25-08-2010,Belize,Lagoons,Least_Concern,Alexis_Weeks,Too_break_fact_toward_process_trip_former_computer.
915,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,2.27,88.4,Subadult,Unknown,03-08-2017,Congo_Basin_Countries,Swamps,Endangered,Darryl_Lowery,And_center_east_protect_think_institution_now_tell_phone_daughter_these_say_evening_real.
916,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,2.9,126.3,Subadult,Unknown,29-05-2020,Guatemala,Swamps,Least_Concern,Jason_Ramirez,Stage_major_outside_phone_house_receive_last.
917,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,2.47,86.4,Adult,Unknown,27-01-2020,Mexico,Rivers,Least_Concern,Courtney_Walsh,City_social_at_Mr_cold.
918,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,1.89,49.8,Adult,Female,29-08-2019,Philippines,Ponds,Critically_Endangered,Tina_Espinoza,Expect_expert_talk_end_set_house_those_dark_beat_suffer_customer.
919,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,3.01,155.1,Subadult,Female,30-03-2006,Pakistan,Reservoirs,Vulnerable,Amanda_Mendoza,Director_strategy_continue_several_southern.
920,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,2.76,137.8,Subadult,Unknown,30-07-2021,Sierra_Leone,Shaded_Forest_Rivers,Critically_Endangered,Luis_Kim,Kind_shoulder_production_mean_window_shoulder_right_analysis_add_check.
921,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,2.53,120.8,Adult,Male,10-07-2022,Nigeria,Swamps,Critically_Endangered,Danielle_Thompson,Customer_popular_hospital_check_factor_as_contain_create_price_keep_the_attorney_early_more_news.
922,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,2.97,174.6,Subadult,Male,02-08-2015,Sri_Lanka,Lakes,Vulnerable,Victor_Brown,Improve_move_peace_college_usually_have_century.
923,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,2.59,108,Subadult,Unknown,06-11-2010,Malaysia,Rivers,Data_Deficient,David_James,Around_hold_note_tax_several_along_nation_after_station_live.
924,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,3.74,252,Adult,Unknown,03-11-2024,Cuba,Estuaries,Vulnerable,Jasmin_Jennings,Last_security_raise_partner_generation_write_lawyer_try_check_movie_growth.
925,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,2.79,138.1,Adult,Male,24-02-2008,Guinea,Swamps,Critically_Endangered,Mark_Thompson,Yourself_think_happy_again_south_century_least_represent_must_dinner_I_style_good.
926,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,2.99,192.7,Adult,Female,21-09-2022,Sudan,Lakes,Least_Concern,Jennifer_Butler,Know_home_hair_for_human_rich_day_describe_course_create_them.
927,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.81,130,Adult,Unknown,25-12-2023,Papua_New_Guinea,Rivers,Least_Concern,Lisa_Mccullough,Television_society_hear_fill_hotel_like_myself_laugh_toward_what_thank_include_current_front_three_process.
928,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,2.27,79.3,Adult,Unknown,31-05-2008,Philippines,Freshwater_Marshes,Critically_Endangered,Jessica_Hahn,Really_history_project_event_second.
929,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.23,78.8,Subadult,Female,04-06-2005,Papua_New_Guinea,Lakes,Least_Concern,Brittney_Morales,Character_first_early_school_several_main_particular_shake_most.
930,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,2.46,96.9,Adult,Male,09-04-2022,Malaysia,Rivers,Data_Deficient,Amanda_Davis,Beat_across_television_apply_system_finish.
931,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,3.14,173,Adult,Unknown,26-10-2012,Cuba,Swamps,Critically_Endangered,Christina_Hernandez,Film_at_perhaps_firm_toward_land_full_compare_field.
932,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,3.97,269.9,Adult,Female,12-08-2005,Sri_Lanka,Marshes,Vulnerable,Caitlin_Gilmore,Indeed_mother_peace_citizen_need.
933,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,2.6,111.8,Adult,Unknown,09-04-2023,Mali,Rivers,Least_Concern,William_Vaughn,Wish_professional_chair_knowledge_sense_career_herself.
934,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.3,17,Adult,Female,24-04-2014,Sierra_Leone,Forest_Swamps,Vulnerable,Christopher_Smith,Us_once_consider_thus_wife_water_note.
935,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.46,18,Adult,Female,26-03-2024,Guinea,Small_Streams,Vulnerable,Victoria_Tanner,Concern_perhaps_quality_true_book_various_whether.
936,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,2.4,72.3,Adult,Female,07-01-2006,Australia,Freshwater_Rivers,Least_Concern,Mark_Carter,Great_worker_manager_perform_opportunity.
937,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,3.43,317.9,Adult,Unknown,29-10-2019,Tanzania,Marshes,Least_Concern,Holly_King_DDS,Toward_age_five_cold_power_red_enjoy_you_front_evening_yet_prevent_process_four_all.
938,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,3.61,364.2,Adult,Female,19-09-2024,Venezuela,Large_Rivers,Critically_Endangered,Tammy_Smith,Affect_herself_toward_here_along_public_recent.
939,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,0.19,25.8,Hatchling,Female,08-10-2005,Congo_Basin_Countries,Forest_Rivers,Endangered,Robert_Nash,Imagine_garden_wall_rest_need_major_entire_tree_try_be_program_five_meeting.
940,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,4.01,509.2,Subadult,Male,10-07-2007,Papua_New_Guinea,Coastal_Wetlands,Least_Concern,Robert_Drake,Drug_computer_assume_occur_down_beautiful_away_rich.
941,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.28,20.5,Subadult,Unknown,25-01-2021,Congo,Slow_Streams,Data_Deficient,Glenda_Stout,Choose_personal_the_leave_them_skill_black_business.
942,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,1.98,56.1,Subadult,Female,21-02-2009,Philippines,Rivers,Critically_Endangered,Christina_Reese,Control_responsibility_before_item_rate_decision_response_hit_personal.
943,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.01,11.3,Subadult,Male,11-10-2021,Côte_d'Ivoire,Forest_Swamps,Vulnerable,Robert_Erickson,Painting_control_explain_put_ten_article_continue_according_compare_culture_century.
944,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,2.75,204.8,Adult,Male,07-02-2019,Colombia,Flooded_Savannas,Critically_Endangered,Valerie_Graves,Could_support_series_direction_house_structure.
945,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,3.21,219.8,Adult,Female,07-01-2025,Sierra_Leone,Swamps,Critically_Endangered,Jason_Davidson,Interview_station_save_most_pressure_why_edge_senior_ask.
946,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,2.51,111.5,Subadult,Male,09-03-2017,Cameroon,Forest_Rivers,Endangered,Gregory_Quinn,Sense_involve_purpose_together_knowledge_with_purpose_five_sign_trial_recently_painting.
